zip,state,county,city,timezone,coordinates
31008,Georgia,Peach,Byron,America/New_York,"32.65603, -83.78253"
31052,Georgia,Bibb,Lizella,America/New_York,"32.77312, -83.84471"
31301,Georgia,Liberty,Allenhurst,America/New_York,"31.75285, -81.60849"
31547,Georgia,Camden,Kings Bay,America/New_York,"30.7906, -81.56068"
31622,Georgia,Berrien,Alapaha,America/New_York,"31.37959, -83.20569"
31698,Georgia,Lowndes,Valdosta,America/New_York,"30.84889, -83.28953"
31909,Georgia,Muscogee,Columbus,America/New_York,"32.54486, -84.92161"
32063,Florida,Baker,Macclenny,America/New_York,"30.24678, -82.11208"
32095,Florida,St. Johns,Saint Augustine,America/New_York,"30.01101, -81.41077"
32218,Florida,Duval,Jacksonville,America/New_York,"30.48665, -81.66922"
32258,Florida,Duval,Jacksonville,America/New_York,"30.13755, -81.54844"
32304,Florida,Leon,Tallahassee,America/New_York,"30.45363, -84.35159"
32427,Florida,Washington,Caryville,America/Chicago,"30.71225, -85.80153"
32443,Florida,Jackson,Greenwood,America/Chicago,"30.86671, -85.11533"
32465,Florida,Gulf,Wewahitchka,America/Chicago,"30.00212, -85.17799"
32534,Florida,Escambia,Pensacola,America/Chicago,"30.5329, -87.28294"
32618,Florida,Alachua,Archer,America/New_York,"29.54033, -82.51501"
32626,Florida,Levy,Chiefland,America/New_York,"29.43104, -82.89024"
32653,Florida,Alachua,Gainesville,America/New_York,"29.74328, -82.39538"
32669,Florida,Alachua,Newberry,America/New_York,"29.63266, -82.60458"
32759,Florida,Volusia,Oak Hill,America/New_York,"28.83578, -80.90041"
32792,Florida,Orange,Winter Park,America/New_York,"28.60997, -81.29881"
32827,Florida,Orange,Orlando,America/New_York,"28.41572, -81.29413"
32952,Florida,Brevard,Merritt Island,America/New_York,"28.30017, -80.66339"
32968,Florida,Indian River,Vero Beach,America/New_York,"27.58701, -80.46543"
33125,Florida,Miami-Dade,Miami,America/New_York,"25.78384, -80.23755"
33142,Florida,Miami-Dade,Miami,America/New_York,"25.81194, -80.23858"
33150,Florida,Miami-Dade,Miami,America/New_York,"25.85204, -80.20711"
33155,Florida,Miami-Dade,Miami,America/New_York,"25.73667, -80.31098"
33437,Florida,Palm Beach,Boynton Beach,America/New_York,"26.51176, -80.14902"
33510,Florida,Hillsborough,Brandon,America/New_York,"27.95592, -82.30014"
33573,Florida,Hillsborough,Sun City Center,America/New_York,"27.72364, -82.35938"
33767,Florida,Pinellas,Clearwater Beach,America/New_York,"27.97, -82.82337"
33850,Florida,Polk,Lake Alfred,America/New_York,"28.12106, -81.73263"
33856,Florida,Polk,Nalcrest,America/New_York,"27.85647, -81.42832"
33868,Florida,Polk,Polk City,America/New_York,"28.25613, -81.82394"
33981,Florida,Charlotte,Port Charlotte,America/New_York,"26.9229, -82.21761"
34145,Florida,Collier,Marco Island,America/New_York,"25.91903, -81.6953"
34223,Florida,Sarasota,Englewood,America/New_York,"26.98035, -82.35198"
34285,Florida,Sarasota,Venice,America/New_York,"27.09153, -82.43399"
34293,Florida,Sarasota,Venice,America/New_York,"27.02802, -82.33552"
34445,Florida,Citrus,Holder,America/New_York,"28.9679, -82.42083"
34475,Florida,Marion,Ocala,America/New_York,"29.25743, -82.16102"
35083,Alabama,Cullman,Holly Pond,America/Chicago,"34.19826, -86.59913"
35085,Alabama,Chilton,Jemison,America/Chicago,"32.97961, -86.73684"
35091,Alabama,Jefferson,Kimberly,America/Chicago,"33.77929, -86.78959"
35116,Alabama,Jefferson,Morris,America/Chicago,"33.73134, -86.76643"
35133,Alabama,Blount,Remlap,America/Chicago,"33.81871, -86.59957"
35172,Alabama,Blount,Trafford,America/Chicago,"33.84469, -86.6974"
35217,Alabama,Jefferson,Birmingham,America/Chicago,"33.60814, -86.76034"
35242,Alabama,Shelby,Birmingham,America/Chicago,"33.42521, -86.67144"
35458,Alabama,Tuscaloosa,Elrod,America/Chicago,"33.36696, -87.79135"
35548,Alabama,Marion,Brilliant,America/Chicago,"34.06756, -87.75117"
35559,Alabama,Fayette,Glen Allen,America/Chicago,"33.90556, -87.72817"
35575,Alabama,Winston,Lynn,America/Chicago,"34.04293, -87.57845"
35973,Alabama,Cherokee,Gaylesville,America/Chicago,"34.34643, -85.55436"
36093,Alabama,Elmore,Wetumpka,America/Chicago,"32.49754, -86.14038"
36314,Alabama,Geneva,Black,America/Chicago,"31.01866, -85.77585"
36505,Alabama,Mobile,Axis,America/Chicago,"30.94264, -88.01644"
36560,Alabama,Mobile,Mount Vernon,America/Chicago,"31.09638, -88.04001"
36575,Alabama,Mobile,Semmes,America/Chicago,"30.76897, -88.27272"
36617,Alabama,Mobile,Mobile,America/Chicago,"30.71643, -88.09599"
36738,Alabama,Marengo,Faunsdale,America/Chicago,"32.42661, -87.6193"
36907,Alabama,Sumter,Cuba,America/Chicago,"32.43646, -88.34329"
37014,Tennessee,Williamson,Arrington,America/Chicago,"35.86957, -86.65754"
37129,Tennessee,Rutherford,Murfreesboro,America/Chicago,"35.92713, -86.44048"
37144,Tennessee,Lincoln,Petersburg,America/Chicago,"35.30522, -86.66033"
37183,Tennessee,Bedford,Wartrace,America/Chicago,"35.50287, -86.3089"
37205,Tennessee,Davidson,Nashville,America/Chicago,"36.11121, -86.87256"
37373,Tennessee,Hamilton,Sale Creek,America/New_York,"35.398, -85.10278"
37410,Tennessee,Hamilton,Chattanooga,America/New_York,"35.00209, -85.31377"
37681,Tennessee,Washington,Limestone,America/New_York,"36.25402, -82.62497"
37743,Tennessee,Greene,Greeneville,America/New_York,"36.0655, -82.85674"
37770,Tennessee,Morgan,Lancing,America/New_York,"36.15335, -84.66307"
37821,Tennessee,Cocke,Newport,America/New_York,"35.97622, -83.19483"
37861,Tennessee,Grainger,Rutledge,America/New_York,"36.24647, -83.51235"
38070,Tennessee,Dyer,Tigrett,America/Chicago,"35.94354, -89.23696"
38259,Tennessee,Dyer,Trimble,America/Chicago,"36.20016, -89.18377"
38334,Tennessee,McNairy,Finger,America/Chicago,"35.35445, -88.58751"
38355,Tennessee,Gibson,Medina,America/Chicago,"35.78694, -88.76755"
38372,Tennessee,Hardin,Savannah,America/Chicago,"35.1695, -88.14364"
38382,Tennessee,Gibson,Trenton,America/Chicago,"35.9672, -88.99287"
38392,Tennessee,Madison,Mercer,America/Chicago,"35.46457, -89.03333"
38449,Tennessee,Giles,Ardmore,America/Chicago,"35.0482, -86.82589"
38472,Tennessee,Giles,Lynnville,America/Chicago,"35.37758, -87.0386"
38601,Mississippi,Lafayette,Abbeville,America/Chicago,"34.48202, -89.43964"
38621,Mississippi,Panola,Crenshaw,America/Chicago,"34.4491, -90.17014"
38652,Mississippi,Union,New Albany,America/Chicago,"34.48346, -88.99688"
38774,Mississippi,Bolivar,Shelby,America/Chicago,"33.96311, -90.76274"
38843,Mississippi,Itawamba,Fulton,America/Chicago,"34.26496, -88.37564"
38857,Mississippi,Lee,Mooreville,America/Chicago,"34.28028, -88.57748"
38953,Mississippi,Tallahatchie,Scobey,America/Chicago,"33.92643, -89.92772"
39086,Mississippi,Claiborne,Hermanville,America/Chicago,"31.95832, -90.76335"
39113,Mississippi,Issaquena,Mayersville,America/Chicago,"32.91036, -91.02088"
39194,Mississippi,Yazoo,Yazoo City,America/Chicago,"32.83609, -90.48743"
39217,Mississippi,Hinds,Jackson,America/Chicago,"32.29911, -90.21045"
39332,Mississippi,Newton,Hickory,America/Chicago,"32.30005, -89.00412"
39474,Mississippi,Jefferson Davis,Prentiss,America/Chicago,"31.61225, -89.85545"
39745,Mississippi,Choctaw,French Camp,America/Chicago,"33.29845, -89.45057"
39828,Georgia,Grady,Cairo,America/New_York,"30.80208, -84.22116"
40003,Kentucky,Shelby,Bagdad,America/New_York,"38.26916, -85.04705"
40109,Kentucky,Bullitt,Brooks,America/New_York,"38.06055, -85.75898"
40143,Kentucky,Breckinridge,Hardinsburg,America/Chicago,"37.78114, -86.50881"
40157,Kentucky,Meade,Payneville,America/New_York,"38.01983, -86.38999"
40162,Kentucky,Hardin,Rineyville,America/New_York,"37.75457, -86.04907"
40464,Kentucky,Boyle,Parksville,America/New_York,"37.55826, -84.92345"
40503,Kentucky,Fayette,Lexington,America/New_York,"38.00468, -84.53422"
40508,Kentucky,Fayette,Lexington,America/New_York,"38.05001, -84.50114"
41075,Kentucky,Campbell,Fort Thomas,America/New_York,"39.07985, -84.45099"
41535,Kentucky,Pike,Huddy,America/New_York,"37.59634, -82.27968"
41539,Kentucky,Pike,Kimper,America/New_York,"37.50682, -82.32713"
41553,Kentucky,Pike,Phelps,America/New_York,"37.47712, -82.16361"
41555,Kentucky,Pike,Pinsonfork,America/New_York,"37.53834, -82.25834"
41843,Kentucky,Knott,Pine Top,America/New_York,"37.27235, -82.86478"
41861,Kentucky,Knott,Raven,America/New_York,"37.40578, -82.82191"
42038,Kentucky,Lyon,Eddyville,America/Chicago,"37.04143, -88.02225"
42130,Kentucky,Barren,Eighty Eight,America/Chicago,"36.92408, -85.77894"
42170,Kentucky,Warren,Woodburn,America/Chicago,"36.84425, -86.57625"
42324,Kentucky,Muhlenberg,Belton,America/Chicago,"37.13534, -87.00093"
42376,Kentucky,Daviess,Utica,America/Chicago,"37.61685, -87.08757"
42516,Kentucky,Casey,Bethelridge,America/New_York,"37.22715, -84.7786"
42603,Kentucky,Clinton,Alpha,America/Kentucky/Monticello,"36.78238, -85.02751"
43002,Ohio,Franklin,Amlin,America/New_York,"40.06333, -83.1739"
43126,Ohio,Franklin,Harrisburg,America/New_York,"39.81391, -83.16648"
43158,Ohio,Hocking,Union Furnace,America/New_York,"39.44918, -82.35762"
43160,Ohio,Fayette,Washington Court House,America/New_York,"39.52651, -83.44268"
43206,Ohio,Franklin,Columbus,America/New_York,"39.94222, -82.97372"
43221,Ohio,Franklin,Columbus,America/New_York,"40.02259, -83.07756"
43228,Ohio,Franklin,Columbus,America/New_York,"39.96479, -83.126"
43324,Ohio,Logan,Huntsville,America/New_York,"40.44635, -83.8106"
43333,Ohio,Logan,Lewistown,America/New_York,"40.43993, -83.93201"
43360,Ohio,Logan,Zanesfield,America/New_York,"40.3311, -83.63126"
43569,Ohio,Wood,Weston,America/New_York,"41.35144, -83.78829"
43570,Ohio,Williams,West Unity,America/New_York,"41.58705, -84.44005"
43771,Ohio,Muskingum,Philo,America/New_York,"39.83602, -81.9438"
43822,Ohio,Muskingum,Frazeysburg,America/New_York,"40.17741, -82.1725"
43913,Ohio,Jefferson,Brilliant,America/New_York,"40.27101, -80.63084"
43926,Ohio,Jefferson,Empire,America/New_York,"40.50882, -80.62215"
43935,Ohio,Belmont,Martins Ferry,America/New_York,"40.12589, -80.75137"
43940,Ohio,Belmont,Neffs,America/New_York,"40.02877, -80.8234"
43962,Ohio,Columbiana,Summitville,America/New_York,"40.67208, -80.87989"
43977,Ohio,Belmont,Flushing,America/New_York,"40.1398, -81.10357"
44074,Ohio,Lorain,Oberlin,America/New_York,"41.28741, -82.2336"
44076,Ohio,Ashtabula,Orwell,America/New_York,"41.52931, -80.82075"
44143,Ohio,Cuyahoga,Cleveland,America/New_York,"41.5535, -81.47509"
44221,Ohio,Summit,Cuyahoga Falls,America/New_York,"41.13962, -81.47656"
44275,Ohio,Medina,Spencer,America/New_York,"41.10151, -82.09938"
44319,Ohio,Summit,Akron,America/New_York,"40.98304, -81.53167"
44410,Ohio,Trumbull,Cortland,America/New_York,"41.34928, -80.72414"
44417,Ohio,Trumbull,Farmdale,America/New_York,"41.43634, -80.66387"
44442,Ohio,Mahoning,New Middletown,America/New_York,"40.96613, -80.54925"
44515,Ohio,Mahoning,Youngstown,America/New_York,"41.10123, -80.76375"
44614,Ohio,Stark,Canal Fulton,America/New_York,"40.88707, -81.58627"
44675,Ohio,Carroll,Sherrodsville,America/New_York,"40.50033, -81.25007"
44708,Ohio,Stark,Canton,America/New_York,"40.81775, -81.43562"
44903,Ohio,Richland,Mansfield,America/New_York,"40.77603, -82.52734"
45003,Ohio,Preble,College Corner,America/New_York,"39.58696, -84.78787"
45044,Ohio,Butler,Middletown,America/New_York,"39.45004, -84.38227"
45146,Ohio,Clinton,Martinsville,America/New_York,"39.31512, -83.79828"
45156,Ohio,Clermont,Neville,America/New_York,"38.81472, -84.2154"
45208,Ohio,Hamilton,Cincinnati,America/New_York,"39.13475, -84.43453"
45211,Ohio,Hamilton,Cincinnati,America/New_York,"39.15629, -84.59823"
45255,Ohio,Hamilton,Cincinnati,America/New_York,"39.05885, -84.32711"
45349,Ohio,Clark,North Hampton,America/New_York,"39.98914, -83.94135"
45390,Ohio,Darke,Union City,America/New_York,"40.21875, -84.76887"
45434,Ohio,Greene,Dayton,America/New_York,"39.72158, -84.02895"
45614,Ohio,Gallia,Bidwell,America/New_York,"38.92975, -82.27709"
45618,Ohio,Adams,Cherry Fork,America/New_York,"38.88556, -83.61638"
45640,Ohio,Jackson,Jackson,America/New_York,"39.02198, -82.65363"
45651,Ohio,Vinton,McArthur,America/New_York,"39.2787, -82.48881"
45741,Ohio,Meigs,Langsville,America/New_York,"39.06483, -82.2523"
45743,Ohio,Meigs,Long Bottom,America/New_York,"39.07618, -81.84989"
45760,Ohio,Meigs,Middleport,America/New_York,"39.01612, -82.12329"
45778,Ohio,Athens,Stewart,America/New_York,"39.34711, -81.89314"
45889,Ohio,Hancock,Van Buren,America/New_York,"41.14664, -83.63997"
46036,Indiana,Madison,Elwood,America/Indiana/Indianapolis,"40.29519, -85.83109"
46371,Indiana,LaPorte,Rolling Prairie,America/Chicago,"41.68003, -86.60071"
46772,Indiana,Adams,Monroe,America/Indiana/Indianapolis,"40.72147, -84.91366"
46793,Indiana,DeKalb,Waterloo,America/Indiana/Indianapolis,"41.462, -85.01982"
46952,Indiana,Grant,Marion,America/Indiana/Indianapolis,"40.59911, -85.63287"
46957,Indiana,Grant,Matthews,America/Indiana/Indianapolis,"40.38832, -85.49586"
46982,Indiana,Kosciusko,Silver Lake,America/Indiana/Indianapolis,"41.05841, -85.88969"
46987,Indiana,Grant,Sweetser,America/Indiana/Indianapolis,"40.56868, -85.7635"
47115,Indiana,Harrison,Depauw,America/Kentucky/Louisville,"38.34596, -86.21711"
47119,Indiana,Floyd,Floyds Knobs,America/Kentucky/Louisville,"38.36648, -85.88372"
47160,Indiana,Harrison,New Middletown,America/Kentucky/Louisville,"38.16445, -86.05101"
47282,Indiana,Jennings,Vernon,America/Indiana/Indianapolis,"38.98241, -85.61069"
47371,Indiana,Jay,Portland,America/Indiana/Indianapolis,"40.41858, -84.96004"
47446,Indiana,Lawrence,Mitchell,America/Indiana/Indianapolis,"38.73824, -86.51377"
47532,Indiana,Dubois,Ferdinand,America/Indiana/Vincennes,"38.22118, -86.86049"
47536,Indiana,Spencer,Fulda,America/Chicago,"38.11228, -86.83653"
47586,Indiana,Perry,Tell City,America/Indiana/Tell_City,"38.03704, -86.69933"
47838,Indiana,Sullivan,Carlisle,America/Indiana/Indianapolis,"38.95545, -87.37791"
47881,Indiana,Clay,Staunton,America/Indiana/Indianapolis,"39.48594, -87.19237"
47882,Indiana,Sullivan,Sullivan,America/Indiana/Indianapolis,"39.09092, -87.41029"
47922,Indiana,Newton,Brook,America/Chicago,"40.87657, -87.35286"
48021,Michigan,Macomb,Eastpointe,America/Detroit,"42.46561, -82.94606"
48083,Michigan,Oakland,Troy,America/Detroit,"42.55706, -83.11685"
48161,Michigan,Monroe,Monroe,America/Detroit,"41.90805, -83.47199"
48178,Michigan,Oakland,South Lyon,America/Detroit,"42.44466, -83.6635"
48191,Michigan,Washtenaw,Willis,America/Detroit,"42.11987, -83.564"
48197,Michigan,Washtenaw,Ypsilanti,America/Detroit,"42.19714, -83.62885"
48218,Michigan,Wayne,River Rouge,America/Detroit,"42.27317, -83.12728"
48350,Michigan,Oakland,Davisburg,America/Detroit,"42.74084, -83.53218"
48401,Michigan,Sanilac,Applegate,America/Detroit,"43.3527, -82.66725"
48439,Michigan,Genesee,Grand Blanc,America/Detroit,"42.91681, -83.62911"
48473,Michigan,Genesee,Swartz Creek,America/Detroit,"42.93991, -83.82618"
48505,Michigan,Genesee,Flint,America/Detroit,"43.07042, -83.68744"
48642,Michigan,Midland,Midland,America/Detroit,"43.70615, -84.22942"
48933,Michigan,Ingham,Lansing,America/Detroit,"42.7325, -84.55428"
49004,Michigan,Kalamazoo,Kalamazoo,America/Detroit,"42.35183, -85.56203"
49013,Michigan,Van Buren,Bangor,America/Detroit,"42.30567, -86.10846"
49036,Michigan,Branch,Coldwater,America/Detroit,"41.90283, -85.02321"
49043,Michigan,Van Buren,Covert,America/Detroit,"42.28577, -86.26737"
49045,Michigan,Van Buren,Decatur,America/Detroit,"42.10531, -86.00067"
49048,Michigan,Kalamazoo,Kalamazoo,America/Detroit,"42.27284, -85.49849"
49052,Michigan,Kalamazoo,Fulton,America/Detroit,"42.11428, -85.32073"
49078,Michigan,Allegan,Otsego,America/Detroit,"42.46507, -85.72807"
49079,Michigan,Van Buren,Paw Paw,America/Detroit,"42.24056, -85.90806"
49102,Michigan,Berrien,Berrien Center,America/Detroit,"41.9523, -86.26113"
49276,Michigan,Lenawee,Riga,America/Detroit,"41.79744, -83.78462"
49323,Michigan,Allegan,Dorr,America/Detroit,"42.72534, -85.78723"
49336,Michigan,Mecosta,Morley,America/Detroit,"43.50869, -85.43177"
49424,Michigan,Ottawa,Holland,America/Detroit,"42.84476, -86.12522"
49461,Michigan,Muskegon,Whitehall,America/Detroit,"43.3826, -86.32258"
49464,Michigan,Ottawa,Zeeland,America/Detroit,"42.84713, -85.98617"
49735,Michigan,Otsego,Gaylord,America/Detroit,"44.99526, -84.67103"
49780,Michigan,Chippewa,Rudyard,America/Detroit,"46.2121, -84.72555"
49795,Michigan,Otsego,Vanderbilt,America/Detroit,"45.15877, -84.57657"
49870,Michigan,Dickinson,Norway,America/Menominee,"45.86816, -87.90541"
49902,Michigan,Iron,Alpha,America/Menominee,"46.04303, -88.37986"
49962,Michigan,Baraga,Skanee,America/Detroit,"46.83131, -88.15186"
50147,Iowa,Wayne,Lineville,America/Chicago,"40.62714, -93.5491"
50207,Iowa,Mahaska,New Sharon,America/Chicago,"41.4347, -92.63752"
50272,Iowa,Lucas,Williamson,America/Chicago,"41.09602, -93.25587"
50275,Iowa,Clarke,Woodburn,America/Chicago,"41.03747, -93.58957"
50309,Iowa,Polk,Des Moines,America/Chicago,"41.58487, -93.62063"
50432,Iowa,Hancock,Crystal Lake,America/Chicago,"43.22388, -93.79805"
50521,Iowa,Webster,Burnside,America/Chicago,"42.34624, -94.10284"
50546,Iowa,Pocahontas,Havelock,America/Chicago,"42.83787, -94.7028"
50629,Iowa,Buchanan,Fairbank,America/Chicago,"42.6424, -92.08067"
51360,Iowa,Dickinson,Spirit Lake,America/Chicago,"43.4425, -95.08759"
51458,Iowa,Sac,Odebolt,America/Chicago,"42.32056, -95.23589"
51561,Iowa,Mills,Pacific Junction,America/Chicago,"41.00927, -95.80869"
51638,Iowa,Page,Essex,America/Chicago,"40.84261, -95.27171"
52052,Iowa,Clayton,Guttenberg,America/Chicago,"42.74045, -91.11954"
52078,Iowa,Dubuque,Worthington,America/Chicago,"42.39466, -91.11604"
52206,Iowa,Benton,Atkins,America/Chicago,"41.99159, -91.88547"
52233,Iowa,Linn,Hiawatha,America/Chicago,"42.04674, -91.68694"
52245,Iowa,Johnson,Iowa City,America/Chicago,"41.6708, -91.50768"
52338,Iowa,Johnson,Swisher,America/Chicago,"41.82956, -91.70868"
52352,Iowa,Linn,Walker,America/Chicago,"42.28787, -91.77579"
53023,Wisconsin,Sheboygan,Glenbeulah,America/Chicago,"43.78226, -88.10641"
53033,Wisconsin,Washington,Hubertus,America/Chicago,"43.23611, -88.25567"
53072,Wisconsin,Waukesha,Pewaukee,America/Chicago,"43.08113, -88.26664"
53182,Wisconsin,Racine,Union Grove,America/Chicago,"42.6989, -88.04164"
53185,Wisconsin,Racine,Waterford,America/Chicago,"42.79492, -88.19529"
53216,Wisconsin,Milwaukee,Milwaukee,America/Chicago,"43.08636, -87.97635"
53532,Wisconsin,Dane,Deforest,America/Chicago,"43.24904, -89.32467"
53587,Wisconsin,Lafayette,South Wayne,America/Chicago,"42.57809, -89.9032"
53713,Wisconsin,Dane,Madison,America/Chicago,"43.03713, -89.38561"
53919,Wisconsin,Fond du Lac,Brandon,America/Chicago,"43.73482, -88.77605"
53935,Wisconsin,Columbia,Friesland,America/Chicago,"43.58857, -89.067"
54207,Wisconsin,Manitowoc,Collins,America/Chicago,"44.08782, -87.98502"
54513,Wisconsin,Price,Brantwood,America/Chicago,"45.56604, -90.11667"
54526,Wisconsin,Rusk,Glen Flora,America/Chicago,"45.50554, -90.85908"
54538,Wisconsin,Vilas,Lac Du Flambeau,America/Chicago,"45.97046, -89.90891"
54546,Wisconsin,Ashland,Mellen,America/Chicago,"46.30229, -90.70272"
54627,Wisconsin,Trempealeau,Ettrick,America/Chicago,"44.16764, -91.24052"
54724,Wisconsin,Chippewa,Bloomer,America/Chicago,"45.10646, -91.48778"
54725,Wisconsin,Dunn,Boyceville,America/Chicago,"45.07012, -92.01216"
54734,Wisconsin,Dunn,Downing,America/Chicago,"45.09863, -92.11774"
54931,Wisconsin,Outagamie,Dale,America/Chicago,"44.2745, -88.67911"
54984,Wisconsin,Waushara,Wild Rose,America/Chicago,"44.18831, -89.21758"
54985,Wisconsin,Winnebago,Winnebago,America/Chicago,"44.07507, -88.51838"
55029,Minnesota,Isanti,Grandy,America/Chicago,"45.63861, -93.1986"
55092,Minnesota,Chisago,Wyoming,America/Chicago,"45.33657, -93.07864"
55117,Minnesota,Ramsey,Saint Paul,America/Chicago,"44.99936, -93.09687"
55301,Minnesota,Wright,Albertville,America/Chicago,"45.24784, -93.65869"
55303,Minnesota,Anoka,Anoka,America/Chicago,"45.28861, -93.42307"
55304,Minnesota,Anoka,Andover,America/Chicago,"45.25574, -93.2655"
55336,Minnesota,McLeod,Glencoe,America/Chicago,"44.77083, -94.18114"
55338,Minnesota,Sibley,Green Isle,America/Chicago,"44.66948, -93.99815"
55352,Minnesota,Scott,Jordan,America/Chicago,"44.65501, -93.58766"
55378,Minnesota,Scott,Savage,America/Chicago,"44.75741, -93.36308"
55401,Minnesota,Hennepin,Minneapolis,America/Chicago,"44.98479, -93.26946"
55412,Minnesota,Hennepin,Minneapolis,America/Chicago,"45.02701, -93.29983"
55434,Minnesota,Anoka,Minneapolis,America/Chicago,"45.16809, -93.2505"
55604,Minnesota,Cook,Grand Marais,America/Chicago,"47.96004, -90.56468"
55787,Minnesota,Aitkin,Tamarack,America/Chicago,"46.67989, -93.11205"
55901,Minnesota,Olmsted,Rochester,America/Chicago,"44.06977, -92.50688"
55906,Minnesota,Olmsted,Rochester,America/Chicago,"44.10731, -92.40531"
55921,Minnesota,Houston,Caledonia,America/Chicago,"43.62303, -91.4626"
55981,Minnesota,Wabasha,Wabasha,America/Chicago,"44.35555, -92.06703"
56089,Minnesota,Freeborn,Twin Lakes,America/Chicago,"43.56103, -93.43083"
56093,Minnesota,Waseca,Waseca,America/Chicago,"44.06461, -93.51471"
56128,Minnesota,Pipestone,Edgerton,America/Chicago,"43.88151, -96.1156"
56136,Minnesota,Lincoln,Hendricks,America/Chicago,"44.50245, -96.3969"
56145,Minnesota,Cottonwood,Jeffers,America/Chicago,"44.05473, -95.17571"
56157,Minnesota,Lyon,Lynd,America/Chicago,"44.39638, -95.94815"
56171,Minnesota,Martin,Sherburn,America/Chicago,"43.66765, -94.7652"
56208,Minnesota,Swift,Appleton,America/Chicago,"45.2425, -96.0043"
56210,Minnesota,Big Stone,Barry,America/Chicago,"45.55988, -96.56527"
56236,Minnesota,Traverse,Dumont,America/Chicago,"45.65973, -96.41057"
56308,Minnesota,Douglas,Alexandria,America/Chicago,"45.87903, -95.38672"
56369,Minnesota,Stearns,Rockville,America/Chicago,"45.46705, -94.34535"
56425,Minnesota,Crow Wing,Baxter,America/Chicago,"46.34286, -94.28219"
56461,Minnesota,Hubbard,Laporte,America/Chicago,"47.23613, -94.85164"
56464,Minnesota,Wadena,Menahga,America/Chicago,"46.7633, -95.10477"
56470,Minnesota,Hubbard,Park Rapids,America/Chicago,"47.02292, -95.09814"
56550,Minnesota,Norman,Hendrum,America/Chicago,"47.27135, -96.73674"
56552,Minnesota,Clay,Hitterdal,America/Chicago,"46.98809, -96.21221"
56554,Minnesota,Becker,Lake Park,America/Chicago,"46.88346, -96.11475"
56644,Minnesota,Clearwater,Gonvick,America/Chicago,"47.79095, -95.51085"
56653,Minnesota,Koochiching,Littlefork,America/Chicago,"48.2607, -93.49868"
56659,Minnesota,Itasca,Max,America/Chicago,"47.64691, -94.01643"
56751,Minnesota,Roseau,Roseau,America/Chicago,"48.81137, -95.73291"
56763,Minnesota,Roseau,Warroad,America/Chicago,"48.80886, -95.35636"
57016,South Dakota,Lake,Chester,America/Chicago,"43.893, -96.9618"
57197,South Dakota,Minnehaha,Sioux Falls,America/Chicago,"43.52457, -96.73861"
57239,South Dakota,Day,Grenville,America/Chicago,"45.50968, -97.30925"
57242,South Dakota,Hamlin,Hazel,America/Chicago,"44.77385, -97.3629"
57251,South Dakota,Grant,Marvin,America/Chicago,"45.27889, -96.93516"
57259,South Dakota,Grant,Revillo,America/Chicago,"44.99961, -96.56585"
57269,South Dakota,Grant,Twin Brooks,America/Chicago,"45.2209, -96.8145"
57301,South Dakota,Davison,Mitchell,America/Chicago,"43.71376, -98.04724"
57312,South Dakota,Jerauld,Alpena,America/Chicago,"44.20046, -98.37634"
57366,South Dakota,Hutchinson,Parkston,America/Chicago,"43.38348, -97.94396"
57383,South Dakota,Aurora,White Lake,America/Chicago,"43.71959, -98.71463"
57718,South Dakota,Meade,Black Hawk,America/Denver,"44.17891, -103.3648"
57744,South Dakota,Custer,Hermosa,America/Denver,"43.77402, -103.03646"
57748,South Dakota,Ziebach,Howes,America/Denver,"44.58384, -102.02291"
57762,South Dakota,Butte,Nisland,America/Denver,"44.75323, -103.61064"
58021,North Dakota,Cass,Davenport,America/Chicago,"46.73761, -97.08518"
58103,North Dakota,Cass,Fargo,America/Chicago,"46.85617, -96.82207"
58230,North Dakota,Steele,Finley,America/Chicago,"47.48413, -97.83358"
58249,North Dakota,Cavalier,Langdon,America/Chicago,"48.82348, -98.32857"
58265,North Dakota,Pembina,Neche,America/Chicago,"48.95104, -97.60765"
58431,North Dakota,LaMoure,Dickey,America/Chicago,"46.50768, -98.48494"
58482,North Dakota,Kidder,Steele,America/Chicago,"46.85515, -99.89895"
58520,North Dakota,Morton,Almont,America/North_Dakota/New_Salem,"46.68174, -101.54687"
58620,North Dakota,Slope,Amidon,America/Denver,"46.50431, -103.33089"
58737,North Dakota,Burke,Flaxton,America/Chicago,"48.92147, -102.39152"
90004,California,Los Angeles,Los Angeles,America/Los_Angeles,"34.07621, -118.31084"
90021,California,Los Angeles,Los Angeles,America/Los_Angeles,"34.02931, -118.23873"
90027,California,Los Angeles,Los Angeles,America/Los_Angeles,"34.12521, -118.29057"
90240,California,Los Angeles,Downey,America/Los_Angeles,"33.9568, -118.11869"
90274,California,Los Angeles,Palos Verdes Peninsula,America/Los_Angeles,"33.77734, -118.36893"
90303,California,Los Angeles,Inglewood,America/Los_Angeles,"33.93809, -118.33232"
90723,California,Los Angeles,Paramount,America/Los_Angeles,"33.89743, -118.16482"
90822,California,Los Angeles,Long Beach,America/Los_Angeles,"33.77844, -118.11863"
91108,California,Los Angeles,San Marino,America/Los_Angeles,"34.12234, -118.11341"
91304,California,Los Angeles,Canoga Park,America/Los_Angeles,"34.22465, -118.63249"
91702,California,Los Angeles,Azusa,America/Los_Angeles,"34.26557, -117.86721"
91914,California,San Diego,Chula Vista,America/Los_Angeles,"32.66544, -116.9524"
