zip,state,county,city,timezone,coordinates
74041,Oklahoma,Creek,Kiefer,America/Chicago,"35.9417, -96.05455"
74051,Oklahoma,Washington,Ochelata,America/Chicago,"36.60993, -95.96602"
74107,Oklahoma,Tulsa,Tulsa,America/Chicago,"36.1069, -96.04148"
74441,Oklahoma,Cherokee,Hulbert,America/Chicago,"35.97558, -95.15073"
74521,Oklahoma,Pushmataha,Albion,America/Chicago,"34.65767, -95.09368"
74644,Oklahoma,Noble,Marland,America/Chicago,"36.55599, -97.10985"
74826,Oklahoma,Pottawatomie,Asher,America/Chicago,"35.01929, -96.90124"
74865,Oklahoma,Pontotoc,Roff,America/Chicago,"34.60484, -96.79568"
75022,Texas,Denton,Flower Mound,America/Chicago,"33.02772, -97.12024"
75057,Texas,Denton,Lewisville,America/Chicago,"33.04952, -96.98383"
75071,Texas,Collin,Mckinney,America/Chicago,"33.24663, -96.62898"
75087,Texas,Rockwall,Rockwall,America/Chicago,"32.94172, -96.44993"
75089,Texas,Dallas,Rowlett,America/Chicago,"32.92975, -96.54975"
75114,Texas,Kaufman,Crandall,America/Chicago,"32.61016, -96.44553"
75117,Texas,Van Zandt,Edgewood,America/Chicago,"32.71183, -95.85077"
75157,Texas,Kaufman,Rosser,America/Chicago,"32.46227, -96.44684"
75211,Texas,Dallas,Dallas,America/Chicago,"32.73493, -96.90297"
75214,Texas,Dallas,Dallas,America/Chicago,"32.82865, -96.74543"
75232,Texas,Dallas,Dallas,America/Chicago,"32.66095, -96.84018"
75233,Texas,Dallas,Dallas,America/Chicago,"32.70435, -96.87298"
75253,Texas,Dallas,Dallas,America/Chicago,"32.67499, -96.61286"
75432,Texas,Delta,Cooper,America/Chicago,"33.39605, -95.67442"
75437,Texas,Hopkins,Dike,America/Chicago,"33.25841, -95.46899"
75474,Texas,Hunt,Quinlan,America/Chicago,"32.91953, -96.10899"
75503,Texas,Bowie,Texarkana,America/Chicago,"33.51345, -94.13057"
75838,Texas,Freestone,Donie,America/Chicago,"31.47745, -96.22824"
75948,Texas,Sabine,Hemphill,America/Chicago,"31.30812, -93.77894"
75964,Texas,Nacogdoches,Nacogdoches,America/Chicago,"31.62169, -94.74495"
76265,Texas,Montague,Saint Jo,America/Chicago,"33.74828, -97.54502"
76472,Texas,Palo Pinto,Santo,America/Chicago,"32.60119, -98.17057"
76537,Texas,Williamson,Jarrell,America/Chicago,"30.81749, -97.60543"
76565,Texas,Hamilton,Pottsville,America/Chicago,"31.6437, -98.35105"
76566,Texas,Coryell,Purmela,America/Chicago,"31.51052, -97.99614"
76573,Texas,Williamson,Schwertner,America/Chicago,"30.81862, -97.50231"
76574,Texas,Williamson,Taylor,America/Chicago,"30.58423, -97.38741"
76579,Texas,Bell,Troy,America/Chicago,"31.19707, -97.26374"
76637,Texas,Bosque,Cranfills Gap,America/Chicago,"31.76614, -97.81681"
76645,Texas,Hill,Hillsboro,America/Chicago,"32.02173, -97.1336"
76657,Texas,McLennan,McGregor,America/Chicago,"31.4458, -97.39449"
76679,Texas,Navarro,Purdon,America/Chicago,"31.92428, -96.58566"
76685,Texas,Falls,Satin,America/Chicago,"31.35326, -97.01115"
76873,Texas,Coleman,Rockwood,America/Chicago,"31.51108, -99.37924"
76935,Texas,Tom Green,Christoval,America/Chicago,"31.08046, -100.41658"
77029,Texas,Harris,Houston,America/Chicago,"29.76278, -95.26243"
77037,Texas,Harris,Houston,America/Chicago,"29.89114, -95.39441"
77075,Texas,Harris,Houston,America/Chicago,"29.6209, -95.26714"
77078,Texas,Harris,Houston,America/Chicago,"29.853, -95.2516"
77092,Texas,Harris,Houston,America/Chicago,"29.82968, -95.47383"
77331,Texas,San Jacinto,Coldspring,America/Chicago,"30.61649, -95.16596"
77342,Texas,Walker,Huntsville,America/Chicago,"30.74017, -95.55393"
77368,Texas,Liberty,Romayor,America/Chicago,"30.45857, -94.82625"
77466,Texas,Waller,Pattison,America/Chicago,"29.80562, -96.01287"
77480,Texas,Brazoria,Sweeny,America/Chicago,"29.09233, -95.766"
77484,Texas,Waller,Waller,America/Chicago,"30.07526, -95.93087"
77503,Texas,Harris,Pasadena,America/Chicago,"29.70218, -95.15943"
77536,Texas,Harris,Deer Park,America/Chicago,"29.69839, -95.12128"
77563,Texas,Galveston,Hitchcock,America/Chicago,"29.29417, -95.03031"
77837,Texas,Robertson,Calvert,America/Chicago,"31.00731, -96.68717"
77993,Texas,Goliad,Weesatche,America/Chicago,"28.85774, -97.42858"
78014,Texas,La Salle,Cotulla,America/Chicago,"28.36134, -99.14498"
78072,Texas,McMullen,Tilden,America/Chicago,"28.30174, -98.58516"
78102,Texas,Bee,Beeville,America/Chicago,"28.40248, -97.71084"
78253,Texas,Bexar,San Antonio,America/Chicago,"29.46744, -98.7906"
78387,Texas,San Patricio,Sinton,America/Chicago,"28.0917, -97.54469"
78570,Texas,Hidalgo,Mercedes,America/Chicago,"26.17478, -97.91093"
78584,Texas,Starr,Roma,America/Chicago,"26.57855, -98.98754"
78652,Texas,Travis,Manchaca,America/Chicago,"30.13281, -97.87467"
78705,Texas,Travis,Austin,America/Chicago,"30.29437, -97.73855"
78759,Texas,Travis,Austin,America/Chicago,"30.40266, -97.76104"
78830,Texas,Dimmit,Big Wells,America/Chicago,"28.52537, -99.50854"
78834,Texas,Dimmit,Carrizo Springs,America/Chicago,"28.4643, -99.92141"
78886,Texas,Medina,Yancey,America/Chicago,"29.13466, -99.16073"
78962,Texas,Colorado,Weimar,America/Chicago,"29.65419, -96.73556"
79051,Texas,Dallam,Kerrick,America/Chicago,"36.47743, -102.26"
79081,Texas,Hansford,Spearman,America/Chicago,"36.2301, -101.21809"
79086,Texas,Moore,Sunray,America/Chicago,"36.03844, -101.7741"
79095,Texas,Collingsworth,Wellington,America/Chicago,"34.89616, -100.2061"
79119,Texas,Randall,Amarillo,America/Chicago,"35.11029, -102.01663"
79226,Texas,Donley,Clarendon,America/Chicago,"34.90323, -100.99525"
79371,Texas,Lamb,Sudan,America/Chicago,"33.97457, -102.75404"
79403,Texas,Lubbock,Lubbock,America/Chicago,"33.6446, -101.76828"
79423,Texas,Lubbock,Lubbock,America/Chicago,"33.44038, -101.85079"
79501,Texas,Jones,Anson,America/Chicago,"32.74483, -99.90507"
79506,Texas,Nolan,Blackwell,America/Chicago,"32.11798, -100.32345"
79518,Texas,Kent,Girard,America/Chicago,"33.33064, -100.72207"
79763,Texas,Ector,Odessa,America/Chicago,"31.79918, -102.46788"
79765,Texas,Ector,Odessa,America/Chicago,"31.92346, -102.29242"
79938,Texas,El Paso,El Paso,America/Denver,"31.83091, -105.97012"
80015,Colorado,Arapahoe,Aurora,America/Denver,"39.62598, -104.77999"
80236,Colorado,Denver,Denver,America/Denver,"39.65165, -105.03962"
80468,Colorado,Grand,Parshall,America/Denver,"39.94766, -106.11892"
80513,Colorado,Larimer,Berthoud,America/Denver,"40.29802, -105.10365"
80514,Colorado,Weld,Dacono,America/Denver,"40.06592, -104.95832"
80549,Colorado,Larimer,Wellington,America/Denver,"40.85312, -105.04552"
80726,Colorado,Logan,Crook,America/Denver,"40.90626, -102.79085"
80737,Colorado,Sedgwick,Julesburg,America/Denver,"40.87971, -102.18508"
80907,Colorado,El Paso,Colorado Springs,America/Denver,"38.87828, -104.82742"
80920,Colorado,El Paso,Colorado Springs,America/Denver,"38.95757, -104.77078"
81030,Colorado,Otero,Cheraw,America/Denver,"38.10257, -103.51925"
81039,Colorado,Otero,Fowler,America/Denver,"37.94067, -104.08167"
81067,Colorado,Otero,Rocky Ford,America/Denver,"37.93801, -103.7839"
81133,Colorado,Costilla,Fort Garland,America/Denver,"37.42918, -105.31028"
81224,Colorado,Gunnison,Crested Butte,America/Denver,"38.8734, -106.93722"
81301,Colorado,La Plata,Durango,America/Denver,"37.4449, -107.85159"
81418,Colorado,Delta,Eckert,America/Denver,"38.84869, -107.98719"
81433,Colorado,San Juan,Silverton,America/Denver,"37.78202, -107.63083"
81523,Colorado,Mesa,Glade Park,America/Denver,"38.95268, -108.88256"
81624,Colorado,Mesa,Collbran,America/Denver,"39.24808, -107.7775"
82070,Wyoming,Albany,Laramie,America/Denver,"41.20539, -105.83205"
82512,Wyoming,Fremont,Crowheart,America/Denver,"43.30055, -109.25649"
82636,Wyoming,Natrona,Evansville,America/Denver,"42.90923, -106.16892"
82727,Wyoming,Campbell,Rozet,America/Denver,"44.32797, -105.19841"
83314,Idaho,Gooding,Bliss,America/Boise,"42.97655, -114.93933"
83348,Idaho,Blaine,Picabo,America/Boise,"43.25697, -114.10781"
83450,Idaho,Jefferson,Terreton,America/Boise,"43.83217, -112.41525"
83549,Idaho,Idaho,Riggins,America/Boise,"45.38294, -116.21912"
83654,Idaho,Adams,New Meadows,America/Boise,"45.09725, -116.35667"
83705,Idaho,Ada,Boise,America/Boise,"43.56624, -116.22274"
83835,Idaho,Kootenai,Hayden,America/Los_Angeles,"47.79612, -116.65828"
83852,Idaho,Bonner,Ponderay,America/Los_Angeles,"48.30895, -116.54198"
84065,Utah,Salt Lake,Riverton,America/Denver,"40.4954, -111.94443"
84081,Utah,Salt Lake,West Jordan,America/Denver,"40.60284, -112.03764"
84117,Utah,Salt Lake,Salt Lake City,America/Denver,"40.66104, -111.83464"
84119,Utah,Salt Lake,West Valley City,America/Denver,"40.70158, -111.94607"
84180,Utah,Salt Lake,Salt Lake City,America/Denver,"40.77044, -111.9011"
84332,Utah,Cache,Providence,America/Denver,"41.69996, -111.81217"
84518,Utah,Emery,Cleveland,America/Denver,"39.39247, -110.89036"
84604,Utah,Utah,Provo,America/Denver,"40.34321, -111.5913"
84628,Utah,Juab,Eureka,America/Denver,"39.97343, -112.20579"
84638,Utah,Millard,Leamington,America/Denver,"39.49963, -112.26359"
84645,Utah,Juab,Mona,America/Denver,"39.84447, -111.8442"
84732,Utah,Piute,Greenwich,America/Denver,"38.4454, -111.9023"
84740,Utah,Piute,Junction,America/Denver,"38.27519, -112.25306"
84753,Utah,Iron,Modena,America/Denver,"37.98971, -113.88556"
84781,Utah,Washington,Pine Valley,America/Denver,"37.41281, -113.46609"
85140,Arizona,Pinal,San Tan Valley,America/Phoenix,"33.24451, -111.54379"
85141,Arizona,Pinal,Picacho,America/Phoenix,"32.67333, -111.45436"
85142,Arizona,Maricopa,Queen Creek,America/Phoenix,"33.19866, -111.63814"
85205,Arizona,Maricopa,Mesa,America/Phoenix,"33.43232, -111.7187"
85250,Arizona,Maricopa,Scottsdale,America/Phoenix,"33.53583, -111.88853"
85284,Arizona,Maricopa,Tempe,America/Phoenix,"33.33717, -111.93424"
85286,Arizona,Maricopa,Chandler,America/Phoenix,"33.27106, -111.83122"
85392,Arizona,Maricopa,Avondale,America/Phoenix,"33.4778, -112.30938"
85395,Arizona,Maricopa,Goodyear,America/Phoenix,"33.47907, -112.39452"
85603,Arizona,Cochise,Bisbee,America/Phoenix,"31.43388, -109.91053"
85613,Arizona,Cochise,Fort Huachuca,America/Phoenix,"31.56689, -110.38512"
85928,Arizona,Navajo,Heber,America/Phoenix,"34.53343, -110.55814"
85929,Arizona,Navajo,Lakeside,America/Phoenix,"34.18582, -109.93655"
85939,Arizona,Navajo,Taylor,America/Phoenix,"34.43896, -110.08576"
86035,Arizona,Coconino,Leupp,America/Denver,"35.44614, -110.96226"
86332,Arizona,Yavapai,Kirkland,America/Phoenix,"34.32055, -112.63311"
86438,Arizona,Mohave,Yucca,America/Phoenix,"34.57122, -113.84304"
87017,New Mexico,Rio Arriba,Gallina,America/Denver,"36.32022, -106.76865"
87310,New Mexico,McKinley,Brimhall,America/Denver,"35.79415, -108.53908"
87565,New Mexico,San Miguel,San Jose,America/Denver,"35.45598, -105.49284"
87820,New Mexico,Catron,Aragon,America/Denver,"33.89521, -108.54735"
87939,New Mexico,Sierra,Monticello,America/Denver,"33.41286, -107.48874"
88048,New Mexico,Doña Ana,Mesquite,America/Denver,"32.16352, -106.65918"
88260,New Mexico,Lea,Lovington,America/Denver,"32.99151, -103.39911"
88311,New Mexico,Otero,Alamogordo,America/Denver,"32.80751, -105.98864"
89046,Nevada,Clark,Searchlight,America/Los_Angeles,"35.51337, -114.88657"
89145,Nevada,Clark,Las Vegas,America/Los_Angeles,"36.1677, -115.27787"
89317,Nevada,White Pine,Lund,America/Los_Angeles,"38.65835, -115.09913"
89418,Nevada,Pershing,Imlay,America/Los_Angeles,"40.54841, -118.03436"
89422,Nevada,Mineral,Mina,America/Los_Angeles,"38.17367, -118.41484"
89431,Nevada,Washoe,Sparks,America/Los_Angeles,"39.54046, -119.7495"
89801,Nevada,Elko,Elko,America/Los_Angeles,"41.24905, -115.7589"
602,Puerto Rico,Aguada,Aguada,America/Puerto_Rico,"18.36074, -67.17519"
698,Puerto Rico,Yauco,Yauco,America/Puerto_Rico,"18.06727, -66.85273"
707,Puerto Rico,Maunabo,Maunabo,America/Puerto_Rico,"18.01813, -65.922"
714,Puerto Rico,Arroyo,Arroyo,America/Puerto_Rico,"17.99854, -66.05606"
715,Puerto Rico,Ponce,Mercedita,America/Puerto_Rico,"18.01174, -66.55987"
719,Puerto Rico,Naranjito,Naranjito,America/Puerto_Rico,"18.2888, -66.25336"
927,Puerto Rico,San Juan,San Juan,America/Puerto_Rico,"18.38874, -66.07191"
982,Puerto Rico,Carolina,Carolina,America/Puerto_Rico,"18.40992, -65.9917"
1027,Massachusetts,Hampshire,Easthampton,America/New_York,"42.29508, -72.74309"
1029,Massachusetts,Berkshire,East Otis,America/New_York,"42.19632, -73.04836"
1069,Massachusetts,Hampden,Palmer,America/New_York,"42.18807, -72.30555"
1081,Massachusetts,Hampden,Wales,America/New_York,"42.06234, -72.23095"
1201,Massachusetts,Berkshire,Pittsfield,America/New_York,"42.44993, -73.27644"
1473,Massachusetts,Worcester,Westminster,America/New_York,"42.55122, -71.90266"
1523,Massachusetts,Worcester,Lancaster,America/New_York,"42.47971, -71.67844"
1527,Massachusetts,Worcester,Millbury,America/New_York,"42.19218, -71.77416"
1561,Massachusetts,Worcester,South Lancaster,America/New_York,"42.44394, -71.68551"
1701,Massachusetts,Middlesex,Framingham,America/New_York,"42.32174, -71.43817"
1860,Massachusetts,Essex,Merrimac,America/New_York,"42.83857, -71.01192"
2032,Massachusetts,Norfolk,East Walpole,America/New_York,"42.15491, -71.21548"
2460,Massachusetts,Middlesex,Newtonville,America/New_York,"42.35196, -71.2083"
2543,Massachusetts,Barnstable,Woods Hole,America/New_York,"41.49345, -70.73109"
2779,Massachusetts,Bristol,Berkley,America/New_York,"41.83491, -71.07543"
2809,Rhode Island,Bristol,Bristol,America/New_York,"41.68271, -71.2694"
2860,Rhode Island,Providence,Pawtucket,America/New_York,"41.87002, -71.3883"
3053,New Hampshire,Rockingham,Londonderry,America/New_York,"42.8786, -71.38633"
3234,New Hampshire,Merrimack,Epsom,America/New_York,"43.21491, -71.33907"
3291,New Hampshire,Rockingham,West Nottingham,America/New_York,"43.17918, -71.1427"
3588,New Hampshire,Coos,Milan,America/New_York,"44.61213, -71.20771"
3743,New Hampshire,Sullivan,Claremont,America/New_York,"43.35826, -72.3253"
3754,New Hampshire,Sullivan,Guild,America/New_York,"43.37746, -72.13839"
3774,New Hampshire,Grafton,North Haverhill,America/New_York,"44.08904, -71.99508"
3780,New Hampshire,Grafton,Pike,America/New_York,"44.03228, -71.97743"
3838,New Hampshire,Carroll,Glen,America/New_York,"44.11231, -71.24091"
3886,New Hampshire,Carroll,Tamworth,America/New_York,"43.86243, -71.28686"
4043,Maine,York,Kennebunk,America/New_York,"43.3976, -70.57101"
4063,Maine,York,Ocean Park,America/New_York,"43.50109, -70.3961"
4087,Maine,York,Waterboro,America/New_York,"43.56551, -70.75251"
4092,Maine,Cumberland,Westbrook,America/New_York,"43.69532, -70.35388"
4097,Maine,Cumberland,North Yarmouth,America/New_York,"43.85122, -70.23636"
4224,Maine,Oxford,Dixfield,America/New_York,"44.58017, -70.40111"
4254,Maine,Androscoggin,Livermore Falls,America/New_York,"44.43248, -70.14274"
4259,Maine,Kennebec,Monmouth,America/New_York,"44.22836, -70.00856"
4289,Maine,Oxford,West Paris,America/New_York,"44.32108, -70.53379"
4359,Maine,Kennebec,South Gardiner,America/New_York,"44.17747, -69.76061"
4431,Maine,Hancock,East Orland,America/New_York,"44.56207, -68.67037"
4442,Maine,Piscataquis,Greenville Junction,America/New_York,"45.47946, -69.69393"
4779,Maine,Aroostook,Sinclair,America/New_York,"47.12208, -68.32294"
4780,Maine,Aroostook,Smyrna Mills,America/New_York,"46.23761, -68.25263"
4922,Maine,Waldo,Burnham,America/New_York,"44.68739, -69.38255"
4938,Maine,Franklin,Farmington,America/New_York,"44.65873, -70.10338"
4967,Maine,Somerset,Pittsfield,America/New_York,"44.77143, -69.43801"
4989,Maine,Kennebec,Vassalboro,America/New_York,"44.42988, -69.64786"
5058,Vermont,Orange,Post Mills,America/New_York,"43.88578, -72.26998"
5060,Vermont,Orange,Randolph,America/New_York,"43.95922, -72.69001"
5076,Vermont,Orange,Topsham,America/New_York,"44.1506, -72.23238"
5079,Vermont,Orange,Vershire,America/New_York,"43.95624, -72.3246"
5486,Vermont,Grand Isle,South Hero,America/New_York,"44.64061, -73.3108"
5652,Vermont,Lamoille,Eden,America/New_York,"44.72831, -72.58748"
5757,Vermont,Rutland,Middletown Springs,America/New_York,"43.4789, -73.12485"
5860,Vermont,Orleans,Orleans,America/New_York,"44.80176, -72.10307"
6068,Connecticut,Litchfield,Salisbury,America/New_York,"42.01475, -73.42049"
6278,Connecticut,Windham,Ashford,America/New_York,"41.89103, -72.16992"
6279,Connecticut,Tolland,Willington,America/New_York,"41.88956, -72.25936"
6424,Connecticut,Middlesex,East Hampton,America/New_York,"41.55889, -72.50564"
6442,Connecticut,Middlesex,Ivoryton,America/New_York,"41.34305, -72.44535"
6460,Connecticut,New Haven,Milford,America/New_York,"41.21513, -73.05142"
6512,Connecticut,New Haven,East Haven,America/New_York,"41.28054, -72.87211"
6804,Connecticut,Fairfield,Brookfield,America/New_York,"41.4674, -73.39226"
6807,Connecticut,Fairfield,Cos Cob,America/New_York,"41.0611, -73.59203"
6880,Connecticut,Fairfield,Westport,America/New_York,"41.14286, -73.34746"
7021,New Jersey,Essex,Essex Fells,America/New_York,"40.82686, -74.27973"
7023,New Jersey,Union,Fanwood,America/New_York,"40.64173, -74.38568"
7050,New Jersey,Essex,Orange,America/New_York,"40.76817, -74.23485"
7109,New Jersey,Essex,Belleville,America/New_York,"40.79496, -74.16165"
7201,New Jersey,Union,Elizabeth,America/New_York,"40.672, -74.17661"
7439,New Jersey,Sussex,Ogdensburg,America/New_York,"41.07611, -74.59771"
7603,New Jersey,Bergen,Bogota,America/New_York,"40.87508, -74.02932"
7748,New Jersey,Monmouth,Middletown,America/New_York,"40.39433, -74.11566"
7857,New Jersey,Morris,Netcong,America/New_York,"40.89713, -74.6999"
7921,New Jersey,Somerset,Bedminster,America/New_York,"40.65697, -74.6775"
8010,New Jersey,Burlington,Beverly,America/New_York,"40.05333, -74.91419"
8031,New Jersey,Camden,Bellmawr,America/New_York,"39.86668, -75.0945"
8074,New Jersey,Gloucester,Richwood,America/New_York,"39.71571, -75.16404"
8077,New Jersey,Burlington,Riverton,America/New_York,"40.00192, -74.99523"
8086,New Jersey,Gloucester,Thorofare,America/New_York,"39.84573, -75.19422"
8108,New Jersey,Camden,Collingswood,America/New_York,"39.91431, -75.0618"
8240,New Jersey,Atlantic,Pomona,America/New_York,"39.48729, -74.53176"
8510,New Jersey,Monmouth,Millstone Township,America/New_York,"40.19049, -74.4214"
8805,New Jersey,Somerset,Bound Brook,America/New_York,"40.57164, -74.53689"
8831,New Jersey,Middlesex,Monroe Township,America/New_York,"40.32664, -74.42968"
8890,New Jersey,Somerset,Zarephath,America/New_York,"40.53934, -74.57394"
10465,New York,Bronx,Bronx,America/New_York,"40.82391, -73.82298"
10504,New York,Westchester,Armonk,America/New_York,"41.13121, -73.70587"
10512,New York,Putnam,Carmel,America/New_York,"41.44925, -73.71213"
10590,New York,Westchester,South Salem,America/New_York,"41.25393, -73.53733"
10701,New York,Westchester,Yonkers,America/New_York,"40.94544, -73.88034"
10804,New York,Westchester,New Rochelle,America/New_York,"40.94912, -73.78636"
10976,New York,Rockland,Sparkill,America/New_York,"41.02857, -73.92629"
11004,New York,Queens,Glen Oaks,America/New_York,"40.74628, -73.71148"
11106,New York,Queens,Astoria,America/New_York,"40.76172, -73.93183"
11218,New York,Kings,Brooklyn,America/New_York,"40.64346, -73.97611"
11426,New York,Queens,Bellerose,America/New_York,"40.73646, -73.72237"
12010,New York,Montgomery,Amsterdam,America/New_York,"42.93797, -74.17386"
12067,New York,Albany,Feura Bush,America/New_York,"42.55615, -73.92633"
12075,New York,Columbia,Ghent,America/New_York,"42.29983, -73.63382"
12086,New York,Montgomery,Hagaman,America/New_York,"42.99719, -74.10672"
12132,New York,Columbia,North Chatham,America/New_York,"42.47052, -73.63004"
12148,New York,Saratoga,Rexford,America/New_York,"42.83454, -73.84743"
12175,New York,Schoharie,Summit,America/New_York,"42.5515, -74.55282"
12460,New York,Greene,Oak Hill,America/New_York,"42.41081, -74.15606"
12524,New York,Dutchess,Fishkill,America/New_York,"41.52964, -73.89257"
12529,New York,Columbia,Hillsdale,America/New_York,"42.21555, -73.53709"
12577,New York,Orange,Salisbury Mills,America/New_York,"41.42586, -74.12296"
12771,New York,Orange,Port Jervis,America/New_York,"41.3744, -74.62464"
12815,New York,Warren,Brant Lake,America/New_York,"43.69032, -73.69708"
12816,New York,Washington,Cambridge,America/New_York,"43.04807, -73.37477"
12817,New York,Warren,Chestertown,America/New_York,"43.63355, -73.82515"
12838,New York,Washington,Hartford,America/New_York,"43.34237, -73.40811"
12851,New York,Essex,Minerva,America/New_York,"43.85581, -74.04157"
12916,New York,Franklin,Brushton,America/New_York,"44.83521, -74.51591"
12918,New York,Clinton,Cadyville,America/New_York,"44.69038, -73.6835"
12919,New York,Clinton,Champlain,America/New_York,"44.9679, -73.44937"
12945,New York,Franklin,Lake Clear,America/New_York,"44.33748, -74.23815"
13031,New York,Onondaga,Camillus,America/New_York,"43.04563, -76.30833"
13042,New York,Oswego,Cleveland,America/New_York,"43.26755, -75.85561"
13062,New York,Tompkins,Etna,America/New_York,"42.4851, -76.38411"
13071,New York,Cayuga,Genoa,America/New_York,"42.67797, -76.54112"
13092,New York,Cayuga,Locke,America/New_York,"42.65168, -76.4234"
13120,New York,Onondaga,Nedrow,America/New_York,"42.93959, -76.1742"
13132,New York,Oswego,Pennellville,America/New_York,"43.26679, -76.2447"
13320,New York,Otsego,Cherry Valley,America/New_York,"42.77725, -74.73844"
13348,New York,Otsego,Hartwick,America/New_York,"42.70859, -75.06768"
13425,New York,Oneida,Oriskany Falls,America/New_York,"42.9635, -75.48701"
13454,New York,Herkimer,Salisbury Center,America/New_York,"43.20988, -74.75733"
13477,New York,Oneida,Vernon Center,America/New_York,"43.03291, -75.51291"
13605,New York,Jefferson,Adams,America/New_York,"43.80618, -76.04894"
13607,New York,Jefferson,Alexandria Bay,America/New_York,"44.31524, -75.919"
13774,New York,Delaware,Fishs Eddy,America/New_York,"41.9655, -75.15925"
13815,New York,Chenango,Norwich,America/New_York,"42.54689, -75.53118"
13844,New York,Chenango,South Plymouth,America/New_York,"42.61008, -75.67041"
13856,New York,Delaware,Walton,America/New_York,"42.16588, -75.16721"
14025,New York,Erie,Boston,America/New_York,"42.6222, -78.72705"
14072,New York,Erie,Grand Island,America/Toronto,"43.01819, -78.96356"
14170,New York,Erie,West Falls,America/New_York,"42.70227, -78.67089"
14467,New York,Monroe,Henrietta,America/New_York,"43.04168, -77.61017"
14487,New York,Livingston,Livonia,America/New_York,"42.81176, -77.63595"
14568,New York,Wayne,Walworth,America/New_York,"43.14723, -77.28382"
14719,New York,Cattaraugus,Cattaraugus,America/New_York,"42.33848, -78.87923"
14737,New York,Cattaraugus,Franklinville,America/New_York,"42.33512, -78.43048"
14747,New York,Chautauqua,Kennedy,America/New_York,"42.15401, -79.09133"
14877,New York,Steuben,Rexville,America/New_York,"42.05664, -77.6859"
15021,Pennsylvania,Washington,Burgettstown,America/New_York,"40.39429, -80.43512"
15027,Pennsylvania,Beaver,Conway,America/New_York,"40.66675, -80.23944"
15061,Pennsylvania,Beaver,Monaca,America/New_York,"40.65875, -80.31819"
15144,Pennsylvania,Allegheny,Springdale,America/New_York,"40.54934, -79.78284"
15146,Pennsylvania,Allegheny,Monroeville,America/New_York,"40.42626, -79.76041"
15232,Pennsylvania,Allegheny,Pittsburgh,America/New_York,"40.45245, -79.93182"
15350,Pennsylvania,Washington,Muse,America/New_York,"40.29292, -80.20101"
15353,Pennsylvania,Greene,Nineveh,America/New_York,"39.96211, -80.31086"
15617,Pennsylvania,Westmoreland,Arona,America/New_York,"40.26907, -79.65778"
15644,Pennsylvania,Westmoreland,Jeannette,America/New_York,"40.3474, -79.61125"
15713,Pennsylvania,Indiana,Aultman,America/New_York,"40.56977, -79.26171"
15748,Pennsylvania,Indiana,Homer City,America/New_York,"40.52449, -79.08432"
15773,Pennsylvania,Cambria,Saint Benedict,America/New_York,"40.62676, -78.73546"
15778,Pennsylvania,Jefferson,Timblin,America/New_York,"40.96755, -79.19735"
15783,Pennsylvania,Indiana,West Lebanon,America/New_York,"40.60677, -79.34801"
15924,Pennsylvania,Somerset,Cairnbrook,America/New_York,"40.10664, -78.77536"
15925,Pennsylvania,Cambria,Cassandra,America/New_York,"40.40856, -78.64065"
15935,Pennsylvania,Somerset,Hollsopple,America/New_York,"40.20378, -78.9663"
16025,Pennsylvania,Butler,Chicora,America/New_York,"40.94467, -79.75638"
16041,Pennsylvania,Butler,Karns City,America/New_York,"41.00531, -79.71495"
16117,Pennsylvania,Lawrence,Ellwood City,America/New_York,"40.87294, -80.25591"
16235,Pennsylvania,Clarion,Lucinda,America/New_York,"41.31759, -79.35437"
16311,Pennsylvania,Mercer,Carlton,America/New_York,"41.45675, -80.03446"
16350,Pennsylvania,Warren,Sugar Grove,America/New_York,"41.96557, -79.3343"
16444,Pennsylvania,Erie,Edinboro,America/New_York,"41.87069, -80.12175"
16634,Pennsylvania,Huntingdon,Dudley,America/New_York,"40.21093, -78.17274"
16652,Pennsylvania,Huntingdon,Huntingdon,America/New_York,"40.51478, -77.95686"
16659,Pennsylvania,Bedford,Loysburg,America/New_York,"40.16155, -78.38969"
16662,Pennsylvania,Blair,Martinsburg,America/New_York,"40.31357, -78.29615"
16901,Pennsylvania,Tioga,Wellsboro,America/New_York,"41.73083, -77.32717"
17018,Pennsylvania,Dauphin,Dauphin,America/New_York,"40.40248, -76.8812"
17046,Pennsylvania,Lebanon,Lebanon,America/New_York,"40.38268, -76.43004"
17059,Pennsylvania,Juniata,Mifflintown,America/New_York,"40.59169, -77.38457"
17213,Pennsylvania,Huntingdon,Blairs Mills,America/New_York,"40.25362, -77.77059"
17215,Pennsylvania,Fulton,Burnt Cabins,America/New_York,"40.07784, -77.89396"
17322,Pennsylvania,York,Felton,America/New_York,"39.85592, -76.53272"
17327,Pennsylvania,York,Glen Rock,America/New_York,"39.77959, -76.75311"
17362,Pennsylvania,York,Spring Grove,America/New_York,"39.85196, -76.86854"
17841,Pennsylvania,Mifflin,McClure,America/New_York,"40.72492, -77.35292"
17859,Pennsylvania,Columbia,Orangeville,America/New_York,"41.11781, -76.39304"
17957,Pennsylvania,Schuylkill,Muir,America/New_York,"40.5918, -76.51829"
17959,Pennsylvania,Schuylkill,New Philadelphia,America/New_York,"40.73328, -76.14463"
17970,Pennsylvania,Schuylkill,Saint Clair,America/New_York,"40.72018, -76.19185"
17978,Pennsylvania,Schuylkill,Spring Glen,America/New_York,"40.62546, -76.61487"
18077,Pennsylvania,Bucks,Riegelsville,America/New_York,"40.56687, -75.2435"
